Monitoring_SiteID,water_body,Determinand_Label,Analyzed_Matrix,Result_Unit,Reference_Year,Sampling_Period,LOQ_Value,Num_of_Samples,Quality_Samples,Quality_MinimumValue,Minimum_Value,Quality_Meanvalue,Mean_Value,Quality_MaximumValue,Maximum_value,Quality_MedianValue,Median_Value,UID,Country_Name,MinimumValue_outlier,MaxValue_outlier,MeanValue_outlier,Start_Date,End_Date
CZPMO_3639,River Water,"BDE 100 (2,2�,4,4�,6-pentabromodiphenyl ether)",Water,ug/L,2014,2014-02-24--2014-11-17,0.0001,6,1,1,0.0001,0,0.00039,0,0.0017,0,0.00015,11139611,Czech Republic,0,0,0,2014-02-24,2014-11-17
CZPVL_1041,River Water,Perfluorooctane sulfonic acid (PFOS) and its derivatives,Water,ug/L,2014,2014-01-13--2014-12-09,0.1,12,11,1,0.1,1,0.1,1,0.1,1,0.1,11140020,Czech Republic,0,0,0,2014-01-13,2014-12-09
CZPVL_1041,River Water,Terbutryn,Water,ug/L,2014,2014-01-13--2014-12-09,0.01,12,12,1,0.01,1,0.01,1,0.01,1,0.01,11140161,Czech Republic,0,0,0,2014-01-13,2014-12-09
CZPVL_1041,River Water,"1,2-dichlorobenzene",Water,ug/L,2014,2014-01-13--2014-12-09,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11140171,Czech Republic,0,0,0,2014-01-13,2014-12-09
CZPOD_1163,River Water,Chlortoluron,Water,ug/L,2014,2014-01-08--2014-12-03,0.03,12,12,1,0.03,1,0.03,1,0.03,1,0.03,11140214,Czech Republic,0,0,0,2014-01-08,2014-12-03
ATPG54304492,Ground Water,Alachlor,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,1,1,1,0.03,1,0.03,1,0.03,1,0.03,11168869,Austria,0,0,0,2015-01-01,2015-12-31
ATPG80112152,Ground Water,Alachlor,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,1,1,1,0.03,1,0.03,1,0.03,1,0.03,11169188,Austria,0,0,0,2015-01-01,2015-12-31
ATPG80224352,Ground Water,Alachlor,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,1,1,1,0.03,1,0.03,1,0.03,1,0.03,11169210,Austria,0,0,0,2015-01-01,2015-12-31
ATKK71320022,Ground Water,Alachlor,Water,ug/L,2015,2015-01-01--2015-12-31,0.03375,1,1,1,0.03375,1,0.03375,1,0.03375,1,0.03375,11169348,Austria,0,0,0,2015-01-01,2015-12-31
ATKK71410112,Ground Water,Alachlor,Water,ug/L,2015,2015-01-01--2015-12-31,0.03375,1,1,1,0.03375,1,0.03375,1,0.03375,1,0.03375,11169362,Austria,0,0,0,2015-01-01,2015-12-31
ATPG20625032,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,1,1,1,0.01,1,0.01,1,0.01,1,0.01,11169777,Austria,0,0,0,2015-01-01,2015-12-31
ATPG30400152,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,1,1,1,0.01,1,0.01,1,0.01,1,0.01,11169860,Austria,0,0,0,2015-01-01,2015-12-31
ATPG31100152,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,1,1,1,0.01,1,0.01,1,0.01,1,0.01,11169982,Austria,0,0,0,2015-01-01,2015-12-31
ATKK71250182,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.01366,1,1,1,0.01366,1,0.01366,1,0.01366,1,0.01366,11170475,Austria,0,0,0,2015-01-01,2015-12-31
ATKK61033012,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,1,1,1,0.03,1,0.03,1,0.03,1,0.03,11170817,Austria,0,0,0,2015-01-01,2015-12-31
ATKK61101032,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,1,1,1,0.03,1,0.03,1,0.03,1,0.03,11170820,Austria,0,0,0,2015-01-01,2015-12-31
ATPG53200142,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,1,1,1,0.03,1,0.03,1,0.03,1,0.03,11170927,Austria,0,0,0,2015-01-01,2015-12-31
ATPG55009172,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,1,1,1,0.03,1,0.03,1,0.03,1,0.03,11170992,Austria,0,0,0,2015-01-01,2015-12-31
ATPG61010012,Ground Water,Atrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,1,1,1,0.03,1,0.03,1,0.03,1,0.03,11171134,Austria,0,0,0,2015-01-01,2015-12-31
ATPG40408012,Ground Water,Bentazone,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,1,1,1,0.01,1,0.01,1,0.01,1,0.01,11171559,Austria,0,0,0,2015-01-01,2015-12-31
ATPG41820012,Ground Water,Bentazone,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,1,1,1,0.01,1,0.01,1,0.01,1,0.01,11171729,Austria,0,0,0,2015-01-01,2015-12-31
ATPG54100342,Ground Water,Bentazone,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,2,2,1,0.03,1,0.03,1,0.03,1,0.03,11171776,Austria,0,0,0,2015-01-01,2015-12-31
ATPG40405022,Ground Water,Desethylatrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.009,1,1,1,0.009,1,0.009,1,0.009,1,0.009,11171936,Austria,0,0,0,2015-01-01,2015-12-31
ATKK30600472,Ground Water,Desethylatrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,1,1,1,0.01,1,0.01,1,0.01,1,0.01,11172083,Austria,0,0,0,2015-01-01,2015-12-31
ATPG32101052,Ground Water,Desethylatrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,1,1,1,0.01,1,0.01,1,0.01,1,0.01,11172531,Austria,0,0,0,2015-01-01,2015-12-31
ATKK72550012,Ground Water,Desethylatrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.01975,1,1,1,0.01975,1,0.01975,1,0.01975,1,0.01975,11172839,Austria,0,0,0,2015-01-01,2015-12-31
ATPG60823122,Ground Water,Desethylatrazine,Water,ug/L,2015,2015-01-01--2015-12-31,0.03,1,1,1,0.03,1,0.03,1,0.03,1,0.03,11173381,Austria,0,0,0,2015-01-01,2015-12-31
ATKK71230052,Ground Water,Lead and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.19399,1,1,1,0.19399,1,0.19399,1,0.19399,1,0.19399,11173892,Austria,0,0,0,2015-01-01,2015-12-31
ATPG20305112,Ground Water,Lead and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.5,1,1,1,0.5,1,0.5,1,0.5,1,0.5,11174157,Austria,0,0,0,2015-01-01,2015-12-31
ATPG40413012,Ground Water,Lead and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.5,1,1,1,0.5,1,0.5,1,0.5,1,0.5,11174324,Austria,0,0,0,2015-01-01,2015-12-31
ATKK60904032,Ground Water,Lead and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11174632,Austria,0,0,0,2015-01-01,2015-12-31
ATKK61720032,Ground Water,Lead and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11174672,Austria,0,0,0,2015-01-01,2015-12-31
ATPG10001072,Ground Water,Lead and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11174715,Austria,0,0,0,2015-01-01,2015-12-31
CZPVL_1078,River Water,Methamidophos,Water,ug/L,2014,2014-06-12--2014-07-15,0.01,2,2,1,0.01,1,0.01,1,0.01,1,0.01,11132009,Czech Republic,0,0,0,2014-06-12,2014-07-15
CZPVL_1051,River Water,Metamitron,Water,ug/L,2014,2014-01-06--2014-12-01,0.01,12,12,1,0.01,1,0.01,1,0.01,1,0.01,11132860,Czech Republic,0,0,0,2014-01-06,2014-12-01
CZPOD_1144,River Water,Glyphosate,Water,ug/L,2014,2014-01-23--2014-12-08,1,12,12,1,1,1,1,1,1,1,1,11133514,Czech Republic,0,0,0,2014-01-23,2014-12-08
CZPOD_1144,River Water,Perfluorooctane sulfonic acid (PFOS) and its derivatives,Water,ug/L,2014,2014-01-23--2014-12-08,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11133543,Czech Republic,0,0,0,2014-01-23,2014-12-08
CZPOH_1022,River Water,Isopropylbenzene,Water,ug/L,2014,2014-01-15--2014-12-11,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11133975,Czech Republic,0,0,0,2014-01-15,2014-12-11
CZPLA_10,River Water,Hexazinone,Water,ug/L,2014,2014-01-14--2014-12-09,0.01,12,12,1,0.01,1,0.01,1,0.01,1,0.01,11134459,Czech Republic,0,0,0,2014-01-14,2014-12-09
CZPLA_10,River Water,Pentachlorophenol,Water,ug/L,2014,2014-01-14--2014-12-09,0.025,12,12,1,0.025,1,0.025,1,0.025,1,0.025,11134536,Czech Republic,0,0,0,2014-01-14,2014-12-09
ATKK61101042,Ground Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,11182055,Austria,0,0,0,2015-01-01,2015-12-31
ATPG30300042,Ground Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,11182402,Austria,0,0,0,2015-01-01,2015-12-31
ATPG30900052,Ground Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,11182539,Austria,0,0,0,2015-01-01,2015-12-31
ATPG31100132,Ground Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,11182563,Austria,0,0,0,2015-01-01,2015-12-31
ATPG31600322,Ground Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,11182655,Austria,0,0,0,2015-01-01,2015-12-31
ATPG32200042,Ground Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,11182754,Austria,0,0,0,2015-01-01,2015-12-31
ATPG40406012,Ground Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,11182826,Austria,0,0,0,2015-01-01,2015-12-31
ATPG41005072,Ground Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,11182905,Austria,0,0,0,2015-01-01,2015-12-31
ATPG60505202,Ground Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,11183099,Austria,0,0,0,2015-01-01,2015-12-31
ATPG61012272,Ground Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.1,1,1,1,0.1,1,0.1,1,0.1,1,0.1,11183189,Austria,0,0,0,2015-01-01,2015-12-31
ATKK73710012,Ground Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.2,1,1,1,0.2,1,0.2,1,0.2,1,0.2,11183525,Austria,0,0,0,2015-01-01,2015-12-31
ATPG54105272,Ground Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.2,1,1,1,0.2,1,0.2,1,0.2,1,0.2,11183615,Austria,0,0,0,2015-01-01,2015-12-31
ATPG41706012,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.5,1,1,1,0.5,1,0.5,1,0.5,1,0.5,11183826,Austria,0,0,0,2015-01-01,2015-12-31
ATKK60723032,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11183984,Austria,0,0,0,2015-01-01,2015-12-31
ATPG10002842,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11184132,Austria,0,0,0,2015-01-01,2015-12-31
ATPG30800712,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11184382,Austria,0,0,0,2015-01-01,2015-12-31
ATPG80114252,Ground Water,Copper and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,1,1,1,1,1,1,1,1,1,1,1,11184750,Austria,0,0,0,2015-01-01,2015-12-31
CZPVL_4005,River Water,"trans-1,2-dichloroethene",Water,ug/L,2015,2015-01-20--2015-12-09,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11149272,Czech Republic,0,0,0,2015-01-20,2015-12-09
CZPVL_4005,River Water,AOX,Water,ug/L,2015,2015-01-20--2015-12-09,5,12,0,0,12,0,22,0,39,0,20,11149350,Czech Republic,0,0,0,2015-01-20,2015-12-09
CZPVL_4005,River Water,Arsenic and its compounds,Water,ug/L,2015,2015-01-20--2015-12-09,0.5,12,0,0,1.6,0,2.79167,0,5.1,0,2.85,11149387,Czech Republic,0,0,0,2015-01-20,2015-12-09
CZPMO_1196,River Water,Musk xylene,Water,ug/L,2015,2015-02-09--2015-10-20,0.005,6,6,1,0.005,1,0.005,1,0.005,1,0.005,11149875,Czech Republic,0,0,0,2015-02-09,2015-10-20
CZPOH_1032,River Water,Hydroxyatrazine,Water,ug/L,2015,2015-01-20--2015-12-03,0.01,12,3,1,0.01,0,0.01175,0,0.017,0,0.013,11150016,Czech Republic,0,0,0,2015-01-20,2015-12-03
CZPOD_5407,River Water,Calcium,Water,mg/L,2015,2015-01-07--2015-12-02,0.5,12,0,0,39.4,0,71.75833,0,93.6,0,75.85,11150363,Czech Republic,0,0,0,2015-01-07,2015-12-02
CZPVL_3288,River Water,Chloridazon methyl desphenyl,Water,ug/L,2015,2015-01-13--2015-12-08,0.01,12,12,1,0.01,1,0.01,1,0.01,1,0.01,11150452,Czech Republic,0,0,0,2015-01-13,2015-12-08
CZPVL_3288,River Water,Total suspended solids,Water,mg/L,2015,2015-01-13--2015-12-08,2,12,3,1,2,0,3.8,0,9.4,0,3.8,11150606,Czech Republic,0,0,0,2015-01-13,2015-12-08
CZPMO_1190,River Water,"1,1-dichloropropene",Water,ug/L,2015,2015-01-19--2015-11-25,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11150964,Czech Republic,0,0,0,2015-01-19,2015-11-25
CZPLA_343,River Water,Pentachlorobenzene,Water,ug/L,2015,2015-01-05--2015-12-01,0.001,12,12,1,0.001,1,0.001,1,0.001,1,0.001,11151150,Czech Republic,0,0,0,2015-01-05,2015-12-01
CZPMO_ZPPMA015,River Water,MCPA,Water,ug/L,2015,2015-01-12--2015-11-30,0.005,12,4,1,0.005,0,0.01529,0,0.0406,0,0.0141,11151422,Czech Republic,0,0,0,2015-01-12,2015-11-30
CZPVL_1078,River Water,Chlorobenzene,Water,ug/L,2015,2015-01-05--2015-12-07,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11152165,Czech Republic,0,0,0,2015-01-05,2015-12-07
CZPVL_1078,River Water,Acetochlor ESA,Water,ug/L,2015,2015-01-05--2015-12-07,0.02,12,11,1,0.02,1,0.02,0,0.0265,1,0.02,11152201,Czech Republic,0,0,0,2015-01-05,2015-12-07
CZPVL_1078,River Water,Benzo(b)fluoranthene,Water,ug/L,2015,2015-01-05--2015-12-07,0.001,12,0,0,0.0012,0,0.00807,0,0.029,0,0.0046,11152208,Czech Republic,0,0,0,2015-01-05,2015-12-07
CZPVL_1078,River Water,Trichloromethane,Water,ug/L,2015,2015-01-05--2015-12-07,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11152263,Czech Republic,0,0,0,2015-01-05,2015-12-07
CZPMO_1174,River Water,Cyanazine,Water,ug/L,2015,2015-01-12--2015-11-30,0.005,12,12,1,0.005,1,0.005,1,0.005,1,0.005,11152627,Czech Republic,0,0,0,2015-01-12,2015-11-30
CZPMO_1174,River Water,3-methyl-4-chlorophenol,Water,ug/L,2015,2015-01-12--2015-11-30,0.1,12,12,1,0.1,1,0.1,1,0.1,1,0.1,11152663,Czech Republic,0,0,0,2015-01-12,2015-11-30
CZPLA_8,River Water,Beta-HCH,Water,ug/L,2015,2015-01-13--2015-12-08,0.001,12,12,1,0.001,1,0.001,1,0.001,1,0.001,11152830,Czech Republic,0,0,0,2015-01-13,2015-12-08
CZPVL_1051,River Water,Naproxen,Water,ug/L,2015,2015-01-06--2015-12-01,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11153131,Czech Republic,0,0,0,2015-01-06,2015-12-01
CZPOH_1028,River Water,MCPB,Water,ug/L,2015,2015-01-06--2015-11-30,0.01,12,12,1,0.01,1,0.01,1,0.01,1,0.01,11153386,Czech Republic,0,0,0,2015-01-06,2015-11-30
CZPMO_1181,River Water,"BDE 28 (2,4,4'-tribromodiphenyl ether)",Water,ug/L,2015,2015-01-15--2015-11-24,0.0001,12,1,1,0.0001,0,0.00025,0,0.0005,0,0.0002,11153506,Czech Republic,0,0,0,2015-01-15,2015-11-24
CZPMO_DPPDY022,River Water,Cypermethrin,Water,ug/L,2015,2015-01-13--2015-11-19,0.01,12,12,1,0.01,1,0.01,1,0.01,1,0.01,11154258,Czech Republic,0,0,0,2015-01-13,2015-11-19
CZPMO_1175,River Water,Trifluralin,Water,ug/L,2015,2015-01-08--2015-11-11,0.005,12,12,1,0.005,1,0.005,1,0.005,1,0.005,11154643,Czech Republic,0,0,0,2015-01-08,2015-11-11
CZPOD_1164,River Water,Nitrite,Water,mg{NO2}/L,2015,2015-01-08--2015-12-03,0.00657,12,0,0,0.07226,0,0.47598,0,1.51087,0,0.37772,11143592,Czech Republic,0,0,0,2015-01-08,2015-12-03
CZPOD_1165,River Water,"2,4-dichlorophenoxyacetic acid, 2-4 D",Water,ug/L,2015,2015-01-14--2015-12-07,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11143821,Czech Republic,0,0,0,2015-01-14,2015-12-07
CZPVL_6900,River Water,Simazine,Water,ug/L,2015,2015-01-12--2015-12-14,0.01,13,13,1,0.01,1,0.01,1,0.01,1,0.01,11144131,Czech Republic,0,0,0,2015-01-12,2015-12-14
CZPVL_6900,River Water,Mecoprop,Water,ug/L,2015,2015-01-12--2015-12-14,0.01,13,10,1,0.01,0,0.01085,0,0.066,1,0.01,11144238,Czech Republic,0,0,0,2015-01-12,2015-12-14
CZPOH_1101,River Water,Acetochlor ESA,Water,ug/L,2015,2015-01-28--2015-12-03,0.03,12,12,1,0.03,1,0.03,1,0.03,1,0.03,11145201,Czech Republic,0,0,0,2015-01-28,2015-12-03
CZPOH_1101,River Water,Carbamazepin,Water,ug/L,2015,2015-01-28--2015-12-03,0.01,12,2,1,0.01,0,0.06958,0,0.19,0,0.058,11145218,Czech Republic,0,0,0,2015-01-28,2015-12-03
CZPOH_1024,River Water,Nitrate,Water,mg{NO3}/L,2015,2015-01-14--2015-10-13,0.44268,5,0,0,3.76278,0,6.5074,0,7.52556,0,7.08288,11145475,Czech Republic,0,0,0,2015-01-14,2015-10-13
CZPOH_1024,River Water,Isodrin,Water,ug/L,2015,2015-01-14--2015-12-01,0.005,12,12,1,0.005,1,0.005,1,0.005,1,0.005,11145489,Czech Republic,0,0,0,2015-01-14,2015-12-01
CZPMO_3670,River Water,4-nonylphenol,Water,ug/L,2015,2015-01-19--2015-12-07,0.05,12,9,1,0.05,1,0.05,0,0.062,1,0.05,11145530,Czech Republic,0,0,0,2015-01-19,2015-12-07
CZPMO_3670,River Water,Benzo(a)pyrene,Water,ug/L,2015,2015-01-19--2015-12-07,0.002,12,11,1,0.002,1,0.002,0,0.0042,1,0.002,11145633,Czech Republic,0,0,0,2015-01-19,2015-12-07
CZPOD_5526,River Water,Chlorophyll a,Water,ug/L,2015,2015-04-01--2015-09-02,2,6,0,0,4.7,0,12.01667,0,23,0,9.95,11146052,Czech Republic,0,0,0,2015-04-01,2015-09-02
CZPVL_1090,River Water,Naproxen,Water,ug/L,2015,2015-01-07--2015-12-02,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11146560,Czech Republic,0,0,0,2015-01-07,2015-12-02
CZPVL_1090,River Water,"2,6-dichlorophenol",Water,ug/L,2015,2015-01-07--2015-12-02,0.005,12,12,1,0.005,1,0.005,1,0.005,1,0.005,11146698,Czech Republic,0,0,0,2015-01-07,2015-12-02
CZPVL_1072,River Water,Bromoform,Water,ug/L,2015,2015-01-20--2015-12-15,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11146900,Czech Republic,0,0,0,2015-01-20,2015-12-15
CZPVL_1072,River Water,Isopropylbenzene,Water,ug/L,2015,2015-01-20--2015-12-15,0.05,12,12,1,0.05,1,0.05,1,0.05,1,0.05,11146935,Czech Republic,0,0,0,2015-01-20,2015-12-15
CZPVL_1080,River Water,Isoproturon,Water,ug/L,2015,2015-01-05--2015-12-07,0.01,12,12,1,0.01,1,0.01,1,0.01,1,0.01,11147049,Czech Republic,0,0,0,2015-01-05,2015-12-07
CZPVL_1080,River Water,Propiconazole,Water,ug/L,2015,2015-01-05--2015-12-07,0.01,12,10,1,0.01,1,0.01,0,0.013,1,0.01,11147082,Czech Republic,0,0,0,2015-01-05,2015-12-07
CZPVL_1080,River Water,"BDE 99 (2,2�,4,4�,5-pentabromodiphenyl ether)",Water,ug/L,2015,2015-01-05--2015-12-07,0.0002,12,12,1,0.0002,1,0.0002,1,0.0002,1,0.0002,11147083,Czech Republic,0,0,0,2015-01-05,2015-12-07
CZPLA_42,River Water,BOD5,Water,mg{O2}/L,2015,2015-01-13--2015-12-08,0.5,12,0,0,1.2,0,2.09167,0,4,0,1.8,11147370,Czech Republic,0,0,0,2015-01-13,2015-12-08
CZPOD_1144,River Water,Pentachlorobenzene,Water,ug/L,2014,2014-01-23--2014-12-08,0.001,12,12,1,0.001,1,0.001,1,0.001,1,0.001,11133583,Czech Republic,0,0,0,2014-01-23,2014-12-08
CZPOD_1146,River Water,Dieldrin,Water,ug/L,2015,2015-01-12--2015-12-01,0.002,12,12,1,0.002,1,0.002,1,0.002,1,0.002,11152083,Czech Republic,0,0,0,2015-01-12,2015-12-01
CZPMO_YPPMA024,River Water,Total suspended solids,Water,mg/L,2015,2015-01-12--2015-11-30,2,12,0,0,5,0,29.79167,0,210,0,9.75,11146275,Czech Republic,0,0,0,2015-01-12,2015-11-30
CZPVL_1048,River Water,"DDT, o,p'",Water,ug/L,2015,2015-01-19--2015-12-07,0.002,12,12,1,0.002,1,0.002,1,0.002,1,0.002,11147946,Czech Republic,0,0,0,2015-01-19,2015-12-07
CZPVL_1048,River Water,BOD5,Water,mg{O2}/L,2015,2015-01-19--2015-12-07,0.5,12,0,0,1.4,0,3.01667,0,4.9,0,2.75,11147981,Czech Republic,0,0,0,2015-01-19,2015-12-07
CZPVL_3449,River Water,Total organic carbon (TOC),Water,mg{C}/L,2015,2015-01-19--2015-12-01,1,12,0,0,5.9,0,10.09167,0,19,0,9.35,11148291,Czech Republic,0,0,0,2015-01-19,2015-12-01
CZPVL_4200,River Water,Tetrachloroethylene,Water,ug/L,2015,2015-01-12--2015-12-14,0.05,13,13,1,0.05,1,0.05,1,0.05,1,0.05,11148329,Czech Republic,0,0,0,2015-01-12,2015-12-14
BERW_03700,River Water,Chlorophyll a,Water,ug/L,2015,2015-01-01--2015-12-31,2,7,2,1,2,0,2.2,0,3.3,0,2.3,11193768,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_03820,River Water,Isodrin,Water,ug/L,2015,2015-01-01--2015-12-31,0.005,8,8,1,0.005,1,0.005,1,0.005,1,0.005,11194026,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_03850,River Water,Anthracene,Water,ug/L,2015,2015-01-01--2015-12-31,0.001,13,5,1,0.001,0,0.002,0,0.003,0,0.001,11194072,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_03850,River Water,Trifluralin,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,13,13,1,0.01,1,0.01,1,0.01,1,0.01,11194081,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_03880,River Water,Cadmium and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.02,13,13,1,0.02,1,0.02,1,0.02,1,0.02,11194195,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_04110,River Water,Chlorfenvinphos,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,13,13,1,0.01,1,0.01,1,0.01,1,0.01,11194401,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_04513,River Water,Diuron,Water,ug/L,2015,2015-01-01--2015-12-31,0.01,13,13,1,0.01,1,0.01,1,0.01,1,0.01,11194694,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_04800,River Water,"BDE 99 (2,2�,4,4�,5-pentabromodiphenyl ether)",Water,ug/L,2015,2015-01-01--2015-12-31,0.0005,13,13,1,0.0005,1,0.0005,1,0.0005,1,0.0005,11195079,Belgium,0,0,0,2015-01-01,2015-12-31
BERW_12111,River Water,Pentachlorobenzene,Water,ug/L,2015,2015-01-01--2015-12-31,0.002,13,13,1,0.002,1,0.002,1,0.002,1,0.002,11195455,Belgium,0,0,0,2015-01-01,2015-12-31
ATKK32000322,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11175892,Austria,0,0,0,2015-01-01,2015-12-31
ATPG10003362,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176073,Austria,0,0,0,2015-01-01,2015-12-31
ATPG20101132,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,4,4,1,0.05,1,0.05,1,0.05,1,0.05,11176127,Austria,0,0,0,2015-01-01,2015-12-31
ATPG20201022,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176132,Austria,0,0,0,2015-01-01,2015-12-31
ATPG20512121,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,2,2,1,0.05,1,0.05,1,0.05,1,0.05,11176189,Austria,0,0,0,2015-01-01,2015-12-31
ATPG31600442,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176574,Austria,0,0,0,2015-01-01,2015-12-31
ATPG41111012,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176851,Austria,0,0,0,2015-01-01,2015-12-31
ATPG41504012,Ground Water,Mercury and its compounds,Water - Dissolved,ug/L,2015,2015-01-01--2015-12-31,0.05,1,1,1,0.05,1,0.05,1,0.05,1,0.05,11176894,Austria,0,0,0,2015-01-01,2015-12-31
CZPLA_58,River Water,Propazine,Water,ug/L,2015,2015-01-19--2015-12-07,0.005,12,12,1,0.005,1,0.005,1,0.005,1,0.005,11156388,Czech Republic,0,0,0,2015-01-19,2015-12-07
